x	"NC0"	"NC1"	"NC2"	"NC3"	"NC4"	"NC5"	"NC6"	"NC7"
0		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
1		1562.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
2		1562.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
3		1565.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
4		1549.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
5		1532.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
6		1510.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
7		1499.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
8		1484.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
9		1462.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
10		1438.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
11		1420.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
12		1401.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
13		1401.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
14		1399.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
15		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
16		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
17		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
18		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
19		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
20		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
21		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
22		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
23		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
24		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
25		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
26		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
27		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
28		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
29		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
30		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
31		1574.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
32		1573.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
33		1572.000000	1630.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
34		1572.000000	1629.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
35		1559.000000	1627.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
36		1547.000000	1622.000000	1630.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
37		1530.000000	1606.000000	1629.000000	1629.000000	1632.000000	1630.000000	1630.000000	1630.000000
38		1511.000000	1585.000000	1629.000000	1624.000000	1632.000000	1630.000000	1630.000000	1630.000000
39		1504.000000	1567.000000	1615.000000	1624.000000	1632.000000	1630.000000	1630.000000	1630.000000
40		1492.000000	1555.000000	1605.000000	1624.000000	1627.000000	1630.000000	1630.000000	1630.000000
41		1476.000000	1537.000000	1588.000000	1611.000000	1630.000000	1630.000000	1630.000000	1630.000000
42		1457.000000	1523.000000	1569.000000	1598.000000	1630.000000	1630.000000	1630.000000	1630.000000
43		1439.000000	1503.000000	1560.000000	1583.000000	1617.000000	1618.000000	1630.000000	1630.000000
44		1429.000000	1491.000000	1550.000000	1568.000000	1602.000000	1622.000000	1630.000000	1630.000000
45		1411.000000	1478.000000	1538.000000	1563.000000	1592.000000	1625.000000	1621.000000	1630.000000
