0.0	1249.0	1244.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
1.0	1211.0	1204.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
2.0	1181.0	1180.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
3.0	1151.0	1146.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
4.0	1119.0	1115.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
5.0	1088.0	1083.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
6.0	1055.0	1053.0	1221.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
7.0	1049.0	1046.0	1206.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
8.0	1023.0	1021.0	1178.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
9.0	995.0	991.0	1145.0	1205.0	1221.0	1221.0	1221.0	1221.0	1221.0
10.0	953.0	952.0	1120.0	1201.0	1221.0	1221.0	1221.0	1221.0	1221.0
11.0	920.0	919.0	1080.0	1169.0	1221.0	1221.0	1221.0	1221.0	1221.0
12.0	915.0	915.0	1051.0	1134.0	1221.0	1221.0	1221.0	1221.0	1221.0
13.0	914.0	914.0	1049.0	1110.0	1217.0	1221.0	1221.0	1221.0	1221.0
14.0	914.0	914.0	1049.0	1062.0	1184.0	1221.0	1221.0	1221.0	1221.0
15.0	914.0	914.0	1049.0	1038.0	1150.0	1221.0	1221.0	1221.0	1221.0
16.0	914.0	914.0	1049.0	1036.0	1132.0	1212.0	1221.0	1221.0	1221.0
17.0	914.0	914.0	1049.0	1036.0	1086.0	1183.0	1221.0	1221.0	1221.0
18.0	914.0	914.0	1049.0	1036.0	1052.0	1147.0	1221.0	1221.0	1221.0
19.0	914.0	914.0	1049.0	1036.0	1049.0	1110.0	1206.0	1221.0	1221.0
20.0	914.0	914.0	1049.0	1037.0	1049.0	1060.0	1173.0	1221.0	1221.0
21.0	914.0	914.0	1049.0	1037.0	1049.0	1054.0	1144.0	1221.0	1221.0
22.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1109.0	1216.0	1221.0
23.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1058.0	1185.0	1221.0
24.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1052.0	1153.0	1221.0
25.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1130.0	1207.0
26.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1086.0	1175.0
27.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1056.0	1143.0
28.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1103.0
29.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1061.0
30.0	914.0	914.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1055.0
31.0	900.0	897.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1052.0
32.0	861.0	831.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1052.0
33.0	809.0	808.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1052.0
34.0	797.0	796.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1052.0
35.0	786.0	783.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1053.0
36.0	774.0	770.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1053.0
37.0	766.0	766.0	1049.0	1037.0	1049.0	1052.0	1049.0	1053.0	1053.0
38.0	759.0	759.0	1049.0	1037.0	1049.0	1050.0	1041.0	1041.0	1038.0
39.0	749.0	745.0	1023.0	1009.0	1021.0	1017.0	1010.0	1012.0	1004.0
40.0	736.0	735.0	985.0	972.0	986.0	982.0	981.0	981.0	980.0
41.0	714.0	711.0	963.0	938.0	955.0	946.0	952.0	955.0	940.0
42.0	683.0	682.0	926.0	898.0	921.0	900.0	897.0	910.0	1044.0
43.0	651.0	650.0	1037.0	1015.0	1035.0	1025.0	1030.0	1035.0	1012.0
44.0	620.0	617.0	1007.0	978.0	1011.0	994.0	998.0	1004.0	982.0
45.0	600.0	589.0	976.0	954.0	984.0	969.0	964.0	971.0	944.0
46.0	585.0	585.0	939.0	915.0	962.0	938.0	913.0	938.0	895.0
47.0	581.0	581.0	901.0	889.0	932.0	905.0	1048.0	899.0	1051.0
48.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1051.0
49.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1051.0
50.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1051.0
51.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
52.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
53.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
54.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
55.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
56.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
57.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
58.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
59.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
60.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
61.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
62.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
63.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
64.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
65.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
66.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
67.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
68.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
69.0	750.0	750.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
70.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
71.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
72.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
73.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
74.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
75.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
76.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
77.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
78.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
79.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
80.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
81.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
82.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
83.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
84.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
85.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
86.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
87.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
88.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
89.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
90.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
91.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
92.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
93.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
94.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
95.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
96.0	751.0	751.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
97.0	751.0	749.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
98.0	749.0	749.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
99.0	749.0	749.0	1048.0	1036.0	1048.0	1050.0	1048.0	1051.0	1052.0
