x	"NC0"
319		2704.000000
320		2704.000000
321		2704.000000
322		2704.000000
323		2704.000000
324		2704.000000
325		2704.000000
326		2704.000000
327		2704.000000
328		2704.000000
329		2704.000000
330		2704.000000
331		2704.000000
332		2704.000000
333		2704.000000
334		2704.000000
335		2704.000000
336		2704.000000
337		2704.000000
338		2704.000000
339		2704.000000
340		2704.000000
341		2704.000000
342		2704.000000
343		2704.000000
344		2704.000000
345		2704.000000
346		2704.000000
347		2704.000000
348		2704.000000
349		2704.000000
350		2704.000000
351		2704.000000
352		2704.000000
353		2704.000000
354		2704.000000
355		2704.000000
356		2704.000000
357		2704.000000
358		2704.000000
359		2704.000000
360		2704.000000
361		2704.000000
362		2704.000000
363		2704.000000
364		2704.000000
365		2704.000000
366		2704.000000
367		2704.000000
368		2704.000000
369		2704.000000
370		2704.000000
371		2704.000000
372		2704.000000
373		2704.000000
374		2704.000000
375		2704.000000
376		2704.000000
377		2704.000000
378		2704.000000
379		2704.000000
380		2704.000000
381		2704.000000
382		2704.000000
383		2704.000000
384		2704.000000
385		2704.000000
386		2704.000000
387		2704.000000
388		2704.000000
389		2704.000000
390		2704.000000
391		2704.000000
392		2704.000000
393		2704.000000
394		2704.000000
395		2704.000000
396		2704.000000
397		2704.000000
398		2704.000000
399		2704.000000
400		2704.000000
401		2704.000000
402		2704.000000
403		2704.000000
404		2704.000000
405		2704.000000
406		2704.000000
407		2704.000000
408		2704.000000
409		2704.000000
410		2704.000000
411		2704.000000
412		2704.000000
413		2704.000000
414		2704.000000
415		2704.000000
416		2704.000000
417		2704.000000
418		2704.000000
419		2704.000000
420		2704.000000
421		2704.000000
422		2704.000000
423		2704.000000
424		2704.000000
425		2704.000000
426		2704.000000
427		2704.000000
428		2704.000000
429		2704.000000
430		2704.000000
431		2704.000000
432		2704.000000
433		2704.000000
434		2704.000000
435		2704.000000
436		2704.000000
437		2704.000000
438		2704.000000
439		2704.000000
440		2704.000000
441		2704.000000
442		2704.000000
443		2704.000000
444		2704.000000
445		2704.000000
446		2704.000000
447		2704.000000
448		2704.000000
449		2704.000000
450		2704.000000
451		2704.000000
452		2704.000000
453		2704.000000
454		2704.000000
455		2704.000000
456		2704.000000
457		2704.000000
458		2704.000000
459		2704.000000
460		2704.000000
461		2704.000000
462		2704.000000
463		2704.000000
464		2704.000000
465		2704.000000
466		2704.000000
467		2704.000000
468		2704.000000
469		2704.000000
470		2704.000000
471		2704.000000
472		2704.000000
473		2704.000000
474		2704.000000
475		2704.000000
476		2704.000000
477		2704.000000
478		2704.000000
479		2704.000000
480		2704.000000
481		2704.000000
482		2704.000000
483		2704.000000
484		2704.000000
485		2704.000000
486		2704.000000
487		2704.000000
488		2704.000000
489		2704.000000
490		2704.000000
491		2704.000000
492		2704.000000
493		2704.000000
494		2704.000000
495		2704.000000
496		2704.000000
497		2704.000000
498		2704.000000
499		2704.000000
500		2704.000000
501		2704.000000
502		2704.000000
503		2704.000000
504		2704.000000
505		2704.000000
506		2704.000000
507		2704.000000
508		2704.000000
509		2704.000000
510		2704.000000
511		2704.000000
512		2704.000000
513		2704.000000
514		2704.000000
515		2704.000000
516		2704.000000
517		2704.000000
518		2704.000000
519		2704.000000
520		2704.000000
521		2704.000000
522		2704.000000
523		2704.000000
524		2704.000000
525		2704.000000
526		2704.000000
527		2704.000000
528		2704.000000
529		2704.000000
530		2704.000000
531		2704.000000
532		2704.000000
533		2704.000000
534		2704.000000
535		2704.000000
536		2704.000000
537		2704.000000
538		2704.000000
539		2704.000000
540		2704.000000
541		2704.000000
542		2704.000000
543		2704.000000
544		2704.000000
545		2704.000000
546		2704.000000
547		2704.000000
548		2704.000000
549		2704.000000
550		2704.000000
551		2704.000000
552		2704.000000
553		2704.000000
554		2704.000000
555		2704.000000
556		2704.000000
557		2704.000000
558		2704.000000
559		2704.000000
560		2704.000000
561		2704.000000
562		2704.000000
563		2704.000000
564		2704.000000
565		2704.000000
566		2704.000000
567		2704.000000
568		2704.000000
569		2704.000000
570		2704.000000
571		2704.000000
572		2704.000000
573		2704.000000
574		2704.000000
575		2704.000000
576		2704.000000
577		2704.000000
578		2704.000000
579		2704.000000
580		2704.000000
581		2704.000000
582		2704.000000
583		2704.000000
584		2704.000000
585		2704.000000
586		2704.000000
587		2704.000000
588		2704.000000
589		2704.000000
590		2704.000000
591		2704.000000
592		2704.000000
593		2704.000000
594		2704.000000
595		2704.000000
596		2704.000000
597		2704.000000
598		2704.000000
599		2704.000000
600		2704.000000
601		2704.000000
602		2704.000000
603		2704.000000
604		2704.000000
605		2704.000000
606		2704.000000
607		2704.000000
608		2704.000000
609		2704.000000
610		2704.000000
611		2704.000000
612		2704.000000
613		2704.000000
614		2704.000000
615		2704.000000
616		2704.000000
617		2704.000000
618		2704.000000
619		2704.000000
620		2704.000000
621		2704.000000
622		2704.000000
623		2704.000000
624		2704.000000
625		2704.000000
626		2704.000000
627		2704.000000
628		2704.000000
629		2704.000000
630		2704.000000
631		2704.000000
632		2704.000000
633		2704.000000
634		2704.000000
635		2704.000000
636		2704.000000
637		2704.000000
638		2704.000000
639		2704.000000
640		2704.000000
641		2704.000000
642		2704.000000
643		2704.000000
644		2704.000000
645		2704.000000
646		2704.000000
647		2704.000000
648		2704.000000
649		2704.000000
650		2704.000000
651		2704.000000
652		2704.000000
653		2704.000000
654		2704.000000
655		2704.000000
656		2704.000000
657		2704.000000
658		2704.000000
659		2704.000000
660		2704.000000
661		2704.000000
662		2704.000000
663		2704.000000
664		2704.000000
665		2704.000000
666		2704.000000
667		2704.000000
668		2704.000000
669		2704.000000
670		2704.000000
671		2704.000000
672		2704.000000
673		2704.000000
674		2704.000000
675		2704.000000
676		2704.000000
677		2704.000000
678		2704.000000
679		2704.000000
680		2704.000000
681		2704.000000
682		2704.000000
683		2704.000000
684		2704.000000
685		2704.000000
686		2704.000000
687		2704.000000
688		2704.000000
689		2704.000000
690		2704.000000
691		2704.000000
692		2704.000000
693		2704.000000
694		2704.000000
695		2704.000000
696		2704.000000
697		2704.000000
698		2704.000000
699		2704.000000
700		2704.000000
701		2704.000000
702		2704.000000
703		2704.000000
704		2704.000000
705		2704.000000
706		2704.000000
707		2704.000000
708		2704.000000
709		2704.000000
710		2704.000000
711		2704.000000
712		2704.000000
713		2704.000000
714		2704.000000
715		2704.000000
716		2704.000000
717		2704.000000
718		2704.000000
719		2704.000000
720		2704.000000
721		2704.000000
722		2704.000000
723		2704.000000
724		2704.000000
725		2704.000000
726		2704.000000
727		2704.000000
728		2704.000000
729		2704.000000
730		2704.000000
731		2704.000000
732		2704.000000
733		2704.000000
734		2704.000000
735		2704.000000
736		2704.000000
737		2704.000000
738		2704.000000
739		2704.000000
740		2704.000000
741		2704.000000
742		2704.000000
743		2704.000000
744		2704.000000
745		2704.000000
746		2704.000000
747		2704.000000
748		2704.000000
749		2704.000000
750		2704.000000
751		2704.000000
752		2704.000000
753		2704.000000
754		2704.000000
755		2704.000000
756		2704.000000
757		2704.000000
758		2704.000000
759		2704.000000
760		2704.000000
761		2704.000000
762		2704.000000
763		2704.000000
764		2704.000000
765		2704.000000
766		2704.000000
767		2704.000000
768		2704.000000
769		2704.000000
770		2704.000000
771		2704.000000
772		2704.000000
773		2704.000000
774		2704.000000
775		2704.000000
776		2704.000000
777		2704.000000
778		2704.000000
779		2704.000000
780		2704.000000
781		2704.000000
782		2704.000000
783		2704.000000
784		2704.000000
785		2704.000000
786		2704.000000
787		2704.000000
788		2704.000000
789		2704.000000
790		2704.000000
791		2704.000000
792		2704.000000
793		2704.000000
794		2704.000000
795		2704.000000
796		2704.000000
797		2704.000000
798		2704.000000
799		2704.000000
800		2704.000000
801		2704.000000
802		2704.000000
803		2704.000000
804		2704.000000
805		2704.000000
806		2704.000000
807		2704.000000
808		2704.000000
809		2704.000000
810		2704.000000
811		2704.000000
812		2704.000000
813		2704.000000
814		2704.000000
815		2704.000000
816		2704.000000
817		2704.000000
818		2704.000000
819		2704.000000
820		2704.000000
821		2704.000000
822		2704.000000
823		2704.000000
824		2704.000000
825		2704.000000
826		2704.000000
827		2704.000000
828		2704.000000
829		2704.000000
830		2704.000000
831		2704.000000
832		2704.000000
833		2704.000000
834		2704.000000
835		2704.000000
836		2704.000000
837		2704.000000
838		2704.000000
839		2704.000000
840		2704.000000
841		2704.000000
842		2704.000000
843		2704.000000
844		2704.000000
845		2704.000000
846		2704.000000
847		2704.000000
848		2704.000000
849		2704.000000
850		2704.000000
851		2704.000000
852		2704.000000
853		2704.000000
854		2704.000000
855		2704.000000
856		2704.000000
857		2704.000000
858		2704.000000
859		2704.000000
860		2704.000000
861		2704.000000
862		2704.000000
863		2704.000000
864		2704.000000
865		2704.000000
866		2704.000000
867		2704.000000
868		2704.000000
869		2704.000000
870		2704.000000
871		2704.000000
872		2704.000000
873		2704.000000
874		2704.000000
875		2704.000000
876		2704.000000
877		2704.000000
878		2704.000000
879		2704.000000
880		2704.000000
881		2704.000000
882		2704.000000
883		2704.000000
884		2704.000000
885		2704.000000
886		2704.000000
887		2704.000000
888		2704.000000
889		2704.000000
890		2704.000000
891		2704.000000
892		2704.000000
893		2704.000000
894		2704.000000
895		2704.000000
896		2704.000000
897		2704.000000
898		2704.000000
899		2704.000000
900		2704.000000
901		2704.000000
902		2704.000000
903		2704.000000
904		2704.000000
905		2704.000000
906		2704.000000
907		2704.000000
908		2704.000000
909		2704.000000
910		2704.000000
911		2704.000000
912		2704.000000
913		2704.000000
914		2704.000000
915		2704.000000
916		2704.000000
917		2704.000000
918		2704.000000
919		2704.000000
920		2704.000000
921		2704.000000
922		2704.000000
923		2704.000000
924		2704.000000
925		2704.000000
926		2704.000000
927		2704.000000
928		2704.000000
929		2704.000000
930		2704.000000
931		2704.000000
932		2704.000000
933		2704.000000
934		2704.000000
935		2704.000000
936		2704.000000
937		2704.000000
938		2704.000000
939		2704.000000
940		2704.000000
941		2704.000000
942		2704.000000
943		2704.000000
944		2704.000000
945		2704.000000
946		2704.000000
947		2704.000000
948		2704.000000
949		2704.000000
950		2704.000000
951		2704.000000
952		2704.000000
953		2704.000000
954		2704.000000
955		2704.000000
956		2704.000000
957		2704.000000
958		2704.000000
959		2704.000000
960		2704.000000
961		2704.000000
962		2704.000000
963		2704.000000
964		2704.000000
965		2704.000000
966		2704.000000
967		2704.000000
968		2704.000000
969		2704.000000
970		2704.000000
971		2704.000000
972		2704.000000
973		2704.000000
974		2704.000000
975		2704.000000
976		2704.000000
977		2704.000000
978		2704.000000
979		2704.000000
980		2704.000000
981		2704.000000
982		2704.000000
983		2704.000000
984		2704.000000
985		2704.000000
986		2704.000000
987		2704.000000
988		2704.000000
989		2704.000000
990		2704.000000
991		2704.000000
992		2704.000000
993		2704.000000
994		2704.000000
995		2704.000000
996		2704.000000
997		2704.000000
998		2704.000000
999		2704.000000
1000		2704.000000
1001		2704.000000
1002		2704.000000
1003		2704.000000
1004		2704.000000
1005		2704.000000
1006		2704.000000
1007		2704.000000
1008		2704.000000
1009		2704.000000
1010		2704.000000
1011		2704.000000
1012		2704.000000
1013		2704.000000
1014		2704.000000
1015		2704.000000
1016		2704.000000
1017		2704.000000
1018		2704.000000
1019		2704.000000
1020		2704.000000
1021		2704.000000
1022		2704.000000
1023		2704.000000
1024		2704.000000
1025		2704.000000
1026		2704.000000
1027		2704.000000
1028		2704.000000
1029		2704.000000
1030		2704.000000
1031		2704.000000
1032		2704.000000
1033		2704.000000
1034		2704.000000
1035		2704.000000
1036		2704.000000
1037		2704.000000
1038		2704.000000
1039		2704.000000
1040		2704.000000
1041		2704.000000
1042		2704.000000
1043		2704.000000
1044		2704.000000
1045		2704.000000
1046		2704.000000
1047		2704.000000
1048		2704.000000
1049		2704.000000
1050		2704.000000
1051		2704.000000
1052		2704.000000
1053		2704.000000
1054		2704.000000
1055		2704.000000
1056		2704.000000
1057		2704.000000
1058		2704.000000
1059		2704.000000
1060		2704.000000
1061		2704.000000
1062		2704.000000
1063		2704.000000
1064		2704.000000
1065		2704.000000
1066		2704.000000
1067		2704.000000
1068		2704.000000
1069		2704.000000
1070		2704.000000
1071		2704.000000
1072		2704.000000
1073		2704.000000
1074		2704.000000
1075		2704.000000
1076		2704.000000
1077		2704.000000
1078		2704.000000
1079		2704.000000
1080		2704.000000
1081		2704.000000
1082		2704.000000
1083		2704.000000
1084		2704.000000
1085		2704.000000
1086		2704.000000
1087		2704.000000
1088		2704.000000
1089		2704.000000
1090		2704.000000
1091		2704.000000
1092		2704.000000
1093		2704.000000
1094		2704.000000
1095		2704.000000
1096		2704.000000
1097		2704.000000
1098		2704.000000
1099		2704.000000
1100		2704.000000
1101		2704.000000
1102		2704.000000
1103		2704.000000
1104		2704.000000
1105		2704.000000
1106		2704.000000
1107		2704.000000
1108		2704.000000
1109		2704.000000
1110		2704.000000
1111		2704.000000
1112		2704.000000
1113		2704.000000
1114		2704.000000
1115		2704.000000
1116		2704.000000
1117		2704.000000
1118		2704.000000
1119		2704.000000
1120		2704.000000
1121		2704.000000
1122		2704.000000
1123		2704.000000
1124		2704.000000
1125		2704.000000
1126		2704.000000
1127		2704.000000
1128		2704.000000
1129		2704.000000
1130		2704.000000
1131		2704.000000
1132		2704.000000
1133		2704.000000
1134		2704.000000
1135		2704.000000
1136		2704.000000
1137		2704.000000
1138		2704.000000
1139		2704.000000
1140		2704.000000
1141		2704.000000
1142		2704.000000
1143		2704.000000
1144		2704.000000
1145		2704.000000
1146		2704.000000
1147		2704.000000
1148		2704.000000
1149		2704.000000
1150		2704.000000
1151		2704.000000
1152		2704.000000
1153		2704.000000
1154		2704.000000
1155		2704.000000
1156		2704.000000
1157		2704.000000
1158		2704.000000
1159		2704.000000
1160		2704.000000
1161		2704.000000
1162		2704.000000
1163		2704.000000
1164		2704.000000
1165		2704.000000
1166		2704.000000
1167		2704.000000
1168		2704.000000
1169		2704.000000
1170		2704.000000
1171		2704.000000
1172		2704.000000
1173		2704.000000
1174		2704.000000
1175		2704.000000
1176		2704.000000
1177		2704.000000
1178		2704.000000
1179		2704.000000
1180		2704.000000
1181		2704.000000
1182		2704.000000
1183		2704.000000
1184		2704.000000
1185		2704.000000
1186		2704.000000
1187		2704.000000
1188		2704.000000
1189		2704.000000
1190		2704.000000
1191		2704.000000
1192		2704.000000
1193		2704.000000
1194		2704.000000
1195		2704.000000
1196		2704.000000
1197		2704.000000
1198		2704.000000
1199		2704.000000
1200		2704.000000
1201		2704.000000
1202		2704.000000
1203		2704.000000
1204		2704.000000
1205		2704.000000
1206		2704.000000
1207		2704.000000
1208		2704.000000
1209		2704.000000
1210		2704.000000
1211		2704.000000
1212		2704.000000
1213		2704.000000
1214		2704.000000
1215		2704.000000
1216		2704.000000
1217		2704.000000
1218		2704.000000
1219		2704.000000
1220		2704.000000
1221		2704.000000
1222		2704.000000
1223		2704.000000
1224		2704.000000
1225		2704.000000
1226		2704.000000
1227		2704.000000
1228		2704.000000
1229		2704.000000
1230		2704.000000
1231		2704.000000
1232		2704.000000
1233		2704.000000
1234		2704.000000
1235		2704.000000
1236		2704.000000
1237		2704.000000
1238		2704.000000
1239		2704.000000
1240		2704.000000
1241		2704.000000
1242		2704.000000
1243		2704.000000
1244		2704.000000
1245		2704.000000
1246		2704.000000
1247		2704.000000
1248		2704.000000
1249		2704.000000
1250		2704.000000
1251		2704.000000
1252		2704.000000
1253		2704.000000
1254		2704.000000
1255		2704.000000
1256		2704.000000
1257		2704.000000
1258		2704.000000
1259		2704.000000
1260		2704.000000
1261		2704.000000
1262		2704.000000
1263		2704.000000
1264		2704.000000
1265		2704.000000
1266		2704.000000
1267		2704.000000
1268		2704.000000
1269		2704.000000
1270		2704.000000
1271		2704.000000
1272		2704.000000
1273		2704.000000
1274		2704.000000
1275		2704.000000
1276		2704.000000
1277		2704.000000
1278		2704.000000
1279		2704.000000
1280		2704.000000
1281		2704.000000
1282		2704.000000
1283		2704.000000
1284		2704.000000
1285		2704.000000
1286		2704.000000
1287		2704.000000
1288		2704.000000
1289		2704.000000
1290		2704.000000
1291		2704.000000
1292		2704.000000
1293		2704.000000
1294		2704.000000
1295		2704.000000
1296		2704.000000
1297		2704.000000
1298		2704.000000
1299		2704.000000
1300		2704.000000
1301		2704.000000
1302		2704.000000
1303		2704.000000
1304		2704.000000
1305		2704.000000
1306		2704.000000
1307		2704.000000
1308		2704.000000
1309		2704.000000
1310		2704.000000
1311		2704.000000
1312		2704.000000
1313		2704.000000
1314		2704.000000
1315		2704.000000
1316		2704.000000
1317		2704.000000
1318		2704.000000
1319		2704.000000
1320		2704.000000
1321		2704.000000
1322		2704.000000
1323		2704.000000
1324		2704.000000
1325		2704.000000
1326		2704.000000
1327		2704.000000
1328		2704.000000
1329		2704.000000
1330		2704.000000
1331		2704.000000
1332		2704.000000
1333		2704.000000
1334		2704.000000
1335		2704.000000
1336		2704.000000
1337		2704.000000
1338		2704.000000
1339		2704.000000
1340		2704.000000
1341		2704.000000
1342		2704.000000
1343		2704.000000
1344		2704.000000
1345		2704.000000
1346		2704.000000
1347		2704.000000
1348		2704.000000
1349		2704.000000
1350		2704.000000
1351		2704.000000
1352		2704.000000
1353		2704.000000
1354		2704.000000
1355		2704.000000
1356		2704.000000
1357		2704.000000
1358		2704.000000
1359		2704.000000
1360		2704.000000
1361		2704.000000
1362		2704.000000
1363		2704.000000
1364		2704.000000
1365		2704.000000
1366		2704.000000
1367		2704.000000
1368		2704.000000
1369		2704.000000
1370		2704.000000
1371		2704.000000
1372		2704.000000
1373		2704.000000
1374		2704.000000
1375		2704.000000
1376		2704.000000
1377		2704.000000
1378		2704.000000
1379		2704.000000
1380		2704.000000
1381		2704.000000
1382		2704.000000
1383		2704.000000
1384		2704.000000
1385		2704.000000
1386		2704.000000
1387		2704.000000
1388		2704.000000
1389		2704.000000
1390		2704.000000
1391		2704.000000
1392		2704.000000
1393		2704.000000
1394		2704.000000
1395		2704.000000
1396		2704.000000
1397		2704.000000
1398		2704.000000
1399		2704.000000
1400		2704.000000
1401		2704.000000
1402		2704.000000
1403		2704.000000
1404		2704.000000
1405		2704.000000
1406		2704.000000
1407		2704.000000
1408		2704.000000
1409		2704.000000
1410		2704.000000
1411		2704.000000
1412		2704.000000
1413		2704.000000
1414		2704.000000
1415		2704.000000
1416		2704.000000
1417		2704.000000
1418		2704.000000
1419		2704.000000
1420		2704.000000
1421		2704.000000
1422		2704.000000
1423		2704.000000
1424		2704.000000
1425		2704.000000
1426		2704.000000
1427		2704.000000
1428		2704.000000
1429		2704.000000
1430		2704.000000
1431		2704.000000
1432		2704.000000
1433		2704.000000
1434		2704.000000
1435		2704.000000
1436		2704.000000
1437		2704.000000
1438		2704.000000
1439		2704.000000
1440		2704.000000
1441		2704.000000
1442		2704.000000
1443		2704.000000
1444		2704.000000
1445		2704.000000
1446		2704.000000
1447		2704.000000
1448		2704.000000
1449		2704.000000
1450		2704.000000
1451		2704.000000
1452		2704.000000
1453		2704.000000
1454		2704.000000
1455		2704.000000
1456		2704.000000
1457		2704.000000
1458		2704.000000
1459		2704.000000
1460		2704.000000
1461		2704.000000
1462		2704.000000
1463		2704.000000
1464		2704.000000
1465		2704.000000
1466		2704.000000
1467		2704.000000
1468		2704.000000
1469		2704.000000
1470		2704.000000
1471		2704.000000
1472		2704.000000
1473		2704.000000
1474		2704.000000
1475		2704.000000
1476		2704.000000
1477		2704.000000
1478		2704.000000
1479		2704.000000
1480		2704.000000
1481		2704.000000
1482		2704.000000
1483		2704.000000
1484		2704.000000
1485		2704.000000
1486		2704.000000
1487		2704.000000
1488		2704.000000
1489		2704.000000
1490		2704.000000
1491		2704.000000
1492		2704.000000
1493		2704.000000
1494		2704.000000
1495		2704.000000
1496		2704.000000
1497		2704.000000
1498		2704.000000
1499		2704.000000
1500		2704.000000
1501		2704.000000
1502		2704.000000
1503		2704.000000
1504		2704.000000
1505		2704.000000
1506		2704.000000
1507		2704.000000
1508		2704.000000
1509		2704.000000
1510		2704.000000
1511		2704.000000
1512		2704.000000
1513		2704.000000
1514		2704.000000
1515		2704.000000
1516		2704.000000
1517		2704.000000
1518		2704.000000
1519		2704.000000
1520		2704.000000
1521		2704.000000
1522		2704.000000
1523		2704.000000
1524		2704.000000
1525		2704.000000
1526		2704.000000
1527		2704.000000
1528		2704.000000
1529		2704.000000
1530		2704.000000
1531		2704.000000
1532		2704.000000
1533		2704.000000
1534		2704.000000
1535		2704.000000
1536		2704.000000
1537		2704.000000
1538		2704.000000
1539		2704.000000
1540		2704.000000
1541		2704.000000
1542		2704.000000
1543		2704.000000
1544		2704.000000
1545		2704.000000
1546		2704.000000
1547		2704.000000
1548		2704.000000
1549		2704.000000
1550		2704.000000
1551		2704.000000
1552		2704.000000
1553		2704.000000
1554		2704.000000
1555		2704.000000
1556		2704.000000
1557		2704.000000
1558		2704.000000
1559		2704.000000
1560		2704.000000
1561		2704.000000
1562		2704.000000
1563		2704.000000
1564		2704.000000
1565		2704.000000
1566		2704.000000
1567		2704.000000
1568		2704.000000
1569		2704.000000
1570		2704.000000
1571		2704.000000
1572		2704.000000
1573		2704.000000
1574		2704.000000
1575		2704.000000
1576		2704.000000
1577		2704.000000
1578		2704.000000
1579		2704.000000
1580		2704.000000
1581		2704.000000
1582		2704.000000
1583		2704.000000
1584		2704.000000
1585		2704.000000
1586		2704.000000
1587		2704.000000
1588		2704.000000
1589		2704.000000
1590		2704.000000
1591		2704.000000
1592		2704.000000
1593		2704.000000
1594		2704.000000
1595		2704.000000
1596		2704.000000
1597		2704.000000
1598		2704.000000
1599		2704.000000
1600		2704.000000
1601		2704.000000
1602		2704.000000
1603		2704.000000
1604		2704.000000
1605		2704.000000
1606		2704.000000
1607		2704.000000
1608		2704.000000
1609		2704.000000
1610		2704.000000
1611		2704.000000
1612		2704.000000
1613		2704.000000
1614		2704.000000
1615		2704.000000
1616		2704.000000
1617		2704.000000
1618		2704.000000
1619		2704.000000
1620		2704.000000
1621		2704.000000
1622		2704.000000
1623		2704.000000
1624		2704.000000
1625		2704.000000
1626		2704.000000
1627		2704.000000
1628		2704.000000
1629		2704.000000
1630		2704.000000
1631		2704.000000
1632		2704.000000
1633		2704.000000
1634		2704.000000
1635		2704.000000
1636		2704.000000
1637		2704.000000
1638		2704.000000
1639		2704.000000
1640		2704.000000
1641		2704.000000
1642		2704.000000
1643		2704.000000
1644		2704.000000
1645		2704.000000
1646		2704.000000
1647		2704.000000
1648		2704.000000
1649		2704.000000
1650		2704.000000
1651		2704.000000
1652		2704.000000
1653		2704.000000
1654		2704.000000
1655		2704.000000
1656		2704.000000
1657		2704.000000
1658		2704.000000
1659		2704.000000
1660		2704.000000
1661		2704.000000
1662		2704.000000
