0.0	1534.0	1529.0
1.0	1524.0	1521.0
2.0	1516.0	1511.0
3.0	1509.0	1504.0
4.0	1496.0	1489.0
5.0	1483.0	1479.0
6.0	1476.0	1474.0
7.0	1471.0	1464.0
8.0	1459.0	1458.0
9.0	1456.0	1451.0
10.0	1445.0	1442.0
11.0	1437.0	1446.0
12.0	1444.0	1442.0
13.0	1437.0	1433.0
14.0	1428.0	1425.0
15.0	1414.0	1408.0
16.0	1404.0	1398.0
17.0	1392.0	1388.0
18.0	1386.0	1381.0
19.0	1376.0	1372.0
20.0	1368.0	1364.0
21.0	1359.0	1357.0
22.0	1354.0	1352.0
23.0	1348.0	1346.0
24.0	1341.0	1337.0
25.0	1328.0	1325.0
26.0	1322.0	1319.0
27.0	1316.0	1312.0
28.0	1308.0	1306.0
29.0	1306.0	1305.0
30.0	1305.0	1304.0
31.0	1301.0	1299.0
32.0	1294.0	1293.0
33.0	1289.0	1287.0
34.0	1286.0	1284.0
35.0	1281.0	1278.0
36.0	1276.0	1273.0
37.0	1269.0	1263.0
38.0	1260.0	1255.0
39.0	1249.0	1247.0
40.0	1240.0	1235.0
41.0	1230.0	1225.0
42.0	1222.0	1214.0
43.0	1212.0	1203.0
44.0	1194.0	1191.0
45.0	1187.0	1187.0
46.0	1180.0	1172.0
47.0	1171.0	1161.0
48.0	1160.0	1143.0
49.0	1139.0	1137.0
50.0	1134.0	1131.0
51.0	1130.0	1128.0
52.0	1125.0	1116.0
53.0	1114.0	1116.0
54.0	1100.0	1100.0
55.0	1099.0	1099.0
56.0	1099.0	1098.0
57.0	1097.0	1096.0
58.0	1096.0	1096.0
59.0	1095.0	1095.0
60.0	1094.0	1091.0
61.0	1091.0	1090.0
62.0	1089.0	1088.0
63.0	1088.0	1086.0
64.0	1084.0	1083.0
65.0	1082.0	1082.0
66.0	1081.0	1081.0
67.0	1081.0	1081.0
68.0	1080.0	1080.0
69.0	1078.0	1077.0
70.0	1076.0	1076.0
71.0	1075.0	1073.0
72.0	1072.0	1072.0
73.0	1070.0	1069.0
74.0	1068.0	1068.0
75.0	1066.0	1066.0
76.0	1065.0	1062.0
77.0	1061.0	1061.0
78.0	1059.0	1058.0
79.0	1058.0	1057.0
80.0	1057.0	1056.0
81.0	1056.0	1056.0
82.0	1055.0	1055.0
83.0	1055.0	1055.0
84.0	1054.0	1054.0
85.0	1053.0	1052.0
86.0	1051.0	1050.0
87.0	1048.0	1045.0
88.0	1043.0	1042.0
89.0	1041.0	1041.0
90.0	1040.0	1039.0
91.0	1039.0	1039.0
92.0	1038.0	1038.0
93.0	1037.0	1037.0
94.0	1036.0	1035.0
95.0	1031.0	1030.0
96.0	1029.0	1027.0
97.0	1024.0	1023.0
98.0	1021.0	1020.0
99.0	1016.0	1016.0
100.0	1014.0	1013.0
101.0	1010.0	1008.0
102.0	1007.0	1006.0
103.0	1004.0	1003.0
104.0	1001.0	1001.0
105.0	999.0	998.0
106.0	997.0	995.0
107.0	991.0	988.0
108.0	983.0	978.0
109.0	973.0	969.0
110.0	966.0	968.0
111.0	968.0	964.0
112.0	960.0	957.0
113.0	955.0	952.0
114.0	950.0	948.0
115.0	945.0	941.0
116.0	939.0	936.0
117.0	930.0	927.0
118.0	923.0	919.0
119.0	914.0	910.0
120.0	906.0	903.0
121.0	898.0	895.0
122.0	892.0	891.0
123.0	890.0	890.0
124.0	889.0	888.0
125.0	887.0	887.0
126.0	886.0	886.0
127.0	885.0	876.0
128.0	874.0	874.0
129.0	874.0	874.0
130.0	873.0	872.0
131.0	872.0	872.0
132.0	872.0	871.0
133.0	871.0	871.0
134.0	871.0	870.0
135.0	866.0	866.0
136.0	865.0	865.0
137.0	864.0	863.0
138.0	863.0	863.0
139.0	862.0	862.0
140.0	861.0	860.0
141.0	860.0	860.0
142.0	860.0	860.0
143.0	858.0	858.0
144.0	858.0	858.0
145.0	859.0	859.0
146.0	859.0	859.0
147.0	859.0	859.0
148.0	857.0	856.0
149.0	854.0	852.0
150.0	849.0	848.0
151.0	848.0	848.0
152.0	848.0	848.0
153.0	848.0	847.0
154.0	847.0	847.0
155.0	847.0	847.0
156.0	844.0	842.0
157.0	838.0	828.0
158.0	824.0	821.0
159.0	809.0	795.0
160.0	795.0	795.0
161.0	795.0	795.0
162.0	795.0	795.0
163.0	795.0	778.0
164.0	778.0	778.0
165.0	778.0	778.0
166.0	778.0	778.0
167.0	778.0	778.0
168.0	778.0	778.0
169.0	778.0	776.0
170.0	776.0	776.0
171.0	774.0	774.0
172.0	774.0	772.0
173.0	772.0	772.0
174.0	761.0	761.0
175.0	761.0	761.0
176.0	761.0	761.0
177.0	761.0	761.0
178.0	761.0	741.0
179.0	732.0	717.0
180.0	713.0	714.0
181.0	718.0	715.0
182.0	715.0	715.0
183.0	715.0	715.0
184.0	709.0	704.0
185.0	676.0	676.0
186.0	677.0	677.0
187.0	
